filename,width,height,class,xmin,ymin,xmax,ymax
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,occupied,426,218,464,249
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,occupied,385,221,419,255
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,free,477,226,504,255
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,occupied,344,229,383,260
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,occupied,234,231,272,266
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,occupied,174,231,216,268
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,occupied,8,235,45,270
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,occupied,126,238,165,270
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,occupied,62,240,108,276
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,free,287,243,324,274
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,occupied,579,275,639,325
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,occupied,514,284,567,328
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,occupied,369,285,436,347
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,occupied,447,289,503,347
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,occupied,45,298,105,358
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,occupied,290,306,360,358
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,occupied,0,308,30,358
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,occupied,129,314,200,359
parking_lot_1_mp4-43_jpg.rf.02733e61e6da461d420be2cd0e53bf7e.jpg,640,360,free,208,314,282,358
GOPR6659_JPG.rf.0a7099615a451e6157e342b62ed0a04b.jpg,640,480,occupied,252,147,322,187
GOPR6659_JPG.rf.0a7099615a451e6157e342b62ed0a04b.jpg,640,480,occupied,120,150,192,189
GOPR6659_JPG.rf.0a7099615a451e6157e342b62ed0a04b.jpg,640,480,free,144,164,207,196
GOPR6659_JPG.rf.0a7099615a451e6157e342b62ed0a04b.jpg,640,480,free,279,168,338,202
GOPR6659_JPG.rf.0a7099615a451e6157e342b62ed0a04b.jpg,640,480,occupied,143,180,228,220
GOPR6659_JPG.rf.0a7099615a451e6157e342b62ed0a04b.jpg,640,480,occupied,293,178,372,228
GOPR6659_JPG.rf.0a7099615a451e6157e342b62ed0a04b.jpg,640,480,free,533,193,567,230
GOPR6659_JPG.rf.0a7099615a451e6157e342b62ed0a04b.jpg,640,480,occupied,163,193,255,244
GOPR6659_JPG.rf.0a7099615a451e6157e342b62ed0a04b.jpg,640,480,occupied,565,204,607,252
GOPR6659_JPG.rf.0a7099615a451e6157e342b62ed0a04b.jpg,640,480,occupied,609,222,640,280
GOPR6659_JPG.rf.0a7099615a451e6157e342b62ed0a04b.jpg,640,480,occupied,179,221,282,289
GOPR6659_JPG.rf.0a7099615a451e6157e342b62ed0a04b.jpg,640,480,occupied,208,249,380,337
GOPR6659_JPG.rf.0a7099615a451e6157e342b62ed0a04b.jpg,640,480,occupied,309,302,410,410
GOPR6659_JPG.rf.0a7099615a451e6157e342b62ed0a04b.jpg,640,480,free,414,373,505,461
GOPR6659_JPG.rf.0a7099615a451e6157e342b62ed0a04b.jpg,640,480,free,209,129,250,147
GOPR6659_JPG.rf.0a7099615a451e6157e342b62ed0a04b.jpg,640,480,occupied,221,136,285,170
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,382,170,415,196
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,191,181,215,204
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,256,178,288,206
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,free,361,183,381,201
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,free,324,184,349,203
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,119,184,139,207
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,free,294,190,314,204
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,51,186,76,211
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,85,185,109,212
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,423,189,458,213
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,free,226,192,251,211
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,465,186,500,219
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,free,17,200,45,218
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,306,201,335,232
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,257,206,291,235
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,216,211,246,239
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,428,210,469,247
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,507,211,554,245
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,338,219,383,259
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,385,220,423,258
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,free,474,231,513,255
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,175,225,209,262
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,61,230,103,274
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,10,235,49,269
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,125,236,161,271
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,free,285,240,333,271
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,free,233,245,276,276
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,584,270,639,326
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,514,283,574,334
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,371,280,436,353
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,449,289,501,345
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,287,300,358,358
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,42,304,104,359
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,0,311,25,357
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,occupied,133,312,196,359
parking_lot_1_mp4-109_jpg.rf.048982291c6ce83abeba825604ccbd19.jpg,640,360,free,208,318,282,358
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,occupied,377,166,413,197
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,occupied,255,175,289,206
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,free,362,180,385,202
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,free,299,184,316,198
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,occupied,192,180,224,209
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,free,327,185,347,205
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,occupied,82,184,111,209
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,occupied,45,182,76,210
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,occupied,123,186,146,209
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,free,227,189,250,209
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,free,154,190,184,210
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,occupied,418,188,458,213
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,free,16,197,40,214
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,occupied,469,189,503,221
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,occupied,344,195,383,219
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,occupied,303,197,336,236
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,free,259,210,293,238
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,occupied,28,217,59,236
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,occupied,508,211,549,244
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,occupied,216,212,245,242
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,occupied,427,213,465,249
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,occupied,382,219,416,254
parking_lot_1_mp4-82_jpg.rf.222ed3a8a730ad14964521ece9dc9528.jpg,640,360,occupied,342,223,383,261
